id,type,topic,subtopic,difficulty,stem_or_prompt,optionA,optionB,optionC,optionD,correctIndex,marks,explanation,markingGuideline
MCQ-745,mcq,Act_Enforcement,BuildingInspectors,easy,Question 745: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-745,Option B for MCQ-745,Option C for MCQ-745,Option D for MCQ-745,0,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option A.,
MCQ-746,mcq,Regs_Permits,PermitLapse,medium,Question 746: What is the requirement for PermitLapse in Regs_Permits according to Victorian building regulations?,Option A for MCQ-746,Option B for MCQ-746,Option C for MCQ-746,Option D for MCQ-746,1,1,This question tests knowledge of PermitLapse requirements in Regs_Permits. The correct answer is Option B.,
MCQ-747,mcq,Regs_Inspections,FinalInspection,easy,Question 747: What is the requirement for FinalInspection in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-747,Option B for MCQ-747,Option C for MCQ-747,Option D for MCQ-747,2,1,This question tests knowledge of FinalInspection requirements in Regs_Inspections. The correct answer is Option C.,
MCQ-748,mcq,Regs_ProtectionWork,FootpathProtection,hard,Question 748: What is the requirement for FootpathProtection in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-748,Option B for MCQ-748,Option C for MCQ-748,Option D for MCQ-748,3,1,This question tests knowledge of FootpathProtection requirements in Regs_ProtectionWork. The correct answer is Option D.,
MCQ-749,mcq,Regs_ESM,OccupancyPermit,medium,Question 749: What is the requirement for OccupancyPermit in Regs_ESM according to Victorian building regulations?,Option A for MCQ-749,Option B for MCQ-749,Option C for MCQ-749,Option D for MCQ-749,0,1,This question tests knowledge of OccupancyPermit requirements in Regs_ESM. The correct answer is Option A.,
MCQ-750,mcq,Business_FitProper,Registration,easy,Question 750: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-750,Option B for MCQ-750,Option C for MCQ-750,Option D for MCQ-750,1,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option B.,
MCQ-751,mcq,Safety_HRW,ManualHandling,medium,Question 751: What is the requirement for ManualHandling in Safety_HRW according to Victorian building regulations?,Option A for MCQ-751,Option B for MCQ-751,Option C for MCQ-751,Option D for MCQ-751,2,1,This question tests knowledge of ManualHandling requirements in Safety_HRW. The correct answer is Option C.,
MCQ-752,mcq,Structure_Slabs,Reinforcement,medium,Question 752: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-752,Option B for MCQ-752,Option C for MCQ-752,Option D for MCQ-752,3,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option D.,
MCQ-753,mcq,Structure_Steel,StructuralDrawings,hard,Question 753: What is the requirement for StructuralDrawings in Structure_Steel according to Victorian building regulations?,Option A for MCQ-753,Option B for MCQ-753,Option C for MCQ-753,Option D for MCQ-753,0,1,This question tests knowledge of StructuralDrawings requirements in Structure_Steel. The correct answer is Option A.,
MCQ-754,mcq,Structure_TiltPanels,PanelConnections,hard,Question 754: What is the requirement for PanelConnections in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-754,Option B for MCQ-754,Option C for MCQ-754,Option D for MCQ-754,1,1,This question tests knowledge of PanelConnections requirements in Structure_TiltPanels. The correct answer is Option B.,
MCQ-755,mcq,NCC_Egress,FireIsolatedStairs,hard,Question 755: What is the requirement for FireIsolatedStairs in NCC_Egress according to Victorian building regulations?,Option A for MCQ-755,Option B for MCQ-755,Option C for MCQ-755,Option D for MCQ-755,2,1,This question tests knowledge of FireIsolatedStairs requirements in NCC_Egress. The correct answer is Option C.,
MCQ-756,mcq,NCC_Health,LightingLevels,hard,Question 756: What is the requirement for LightingLevels in NCC_Health according to Victorian building regulations?,Option A for MCQ-756,Option B for MCQ-756,Option C for MCQ-756,Option D for MCQ-756,3,1,This question tests knowledge of LightingLevels requirements in NCC_Health. The correct answer is Option D.,
MCQ-757,mcq,NCC_Services,AccessibleLifts,hard,Question 757: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-757,Option B for MCQ-757,Option C for MCQ-757,Option D for MCQ-757,0,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option A.,
MCQ-758,mcq,Act_Permits,PermitApplications,medium,Question 758: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-758,Option B for MCQ-758,Option C for MCQ-758,Option D for MCQ-758,1,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option B.,
MCQ-759,mcq,Act_Enforcement,BuildingInspectors,medium,Question 759: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-759,Option B for MCQ-759,Option C for MCQ-759,Option D for MCQ-759,2,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option C.,
MCQ-760,mcq,Regs_Permits,PermitAmendments,medium,Question 760: What is the requirement for PermitAmendments in Regs_Permits according to Victorian building regulations?,Option A for MCQ-760,Option B for MCQ-760,Option C for MCQ-760,Option D for MCQ-760,3,1,This question tests knowledge of PermitAmendments requirements in Regs_Permits. The correct answer is Option D.,
MCQ-761,mcq,Regs_Inspections,FootingInspection,easy,Question 761: What is the requirement for FootingInspection in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-761,Option B for MCQ-761,Option C for MCQ-761,Option D for MCQ-761,0,1,This question tests knowledge of FootingInspection requirements in Regs_Inspections. The correct answer is Option A.,
MCQ-762,mcq,Regs_ProtectionWork,NotificationRequirements,hard,Question 762: What is the requirement for NotificationRequirements in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-762,Option B for MCQ-762,Option C for MCQ-762,Option D for MCQ-762,1,1,This question tests knowledge of NotificationRequirements requirements in Regs_ProtectionWork. The correct answer is Option B.,
MCQ-763,mcq,Regs_ESM,MaintenanceDetermination,medium,Question 763: What is the requirement for MaintenanceDetermination in Regs_ESM according to Victorian building regulations?,Option A for MCQ-763,Option B for MCQ-763,Option C for MCQ-763,Option D for MCQ-763,2,1,This question tests knowledge of MaintenanceDetermination requirements in Regs_ESM. The correct answer is Option C.,
MCQ-764,mcq,Business_FitProper,Registration,hard,Question 764: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-764,Option B for MCQ-764,Option C for MCQ-764,Option D for MCQ-764,3,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option D.,
MCQ-765,mcq,Safety_HRW,Excavation,medium,Question 765: What is the requirement for Excavation in Safety_HRW according to Victorian building regulations?,Option A for MCQ-765,Option B for MCQ-765,Option C for MCQ-765,Option D for MCQ-765,0,1,This question tests knowledge of Excavation requirements in Safety_HRW. The correct answer is Option A.,
MCQ-766,mcq,Structure_Slabs,Reinforcement,hard,Question 766: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-766,Option B for MCQ-766,Option C for MCQ-766,Option D for MCQ-766,1,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option B.,
MCQ-767,mcq,Structure_Steel,WeldInspection,easy,Question 767: What is the requirement for WeldInspection in Structure_Steel according to Victorian building regulations?,Option A for MCQ-767,Option B for MCQ-767,Option C for MCQ-767,Option D for MCQ-767,2,1,This question tests knowledge of WeldInspection requirements in Structure_Steel. The correct answer is Option C.,
MCQ-768,mcq,Structure_TiltPanels,PanelDesign,hard,Question 768: What is the requirement for PanelDesign in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-768,Option B for MCQ-768,Option C for MCQ-768,Option D for MCQ-768,3,1,This question tests knowledge of PanelDesign requirements in Structure_TiltPanels. The correct answer is Option D.,
MCQ-769,mcq,NCC_Egress,DoorSwing,medium,Question 769: What is the requirement for DoorSwing in NCC_Egress according to Victorian building regulations?,Option A for MCQ-769,Option B for MCQ-769,Option C for MCQ-769,Option D for MCQ-769,0,1,This question tests knowledge of DoorSwing requirements in NCC_Egress. The correct answer is Option A.,
MCQ-770,mcq,NCC_Health,NoiseLevels,medium,Question 770: What is the requirement for NoiseLevels in NCC_Health according to Victorian building regulations?,Option A for MCQ-770,Option B for MCQ-770,Option C for MCQ-770,Option D for MCQ-770,1,1,This question tests knowledge of NoiseLevels requirements in NCC_Health. The correct answer is Option B.,
MCQ-771,mcq,NCC_Services,AccessibleLifts,medium,Question 771: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-771,Option B for MCQ-771,Option C for MCQ-771,Option D for MCQ-771,2,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option C.,
MCQ-772,mcq,Act_Permits,PermitApplications,hard,Question 772: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-772,Option B for MCQ-772,Option C for MCQ-772,Option D for MCQ-772,3,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option D.,
MCQ-773,mcq,Act_Enforcement,BuildingInspectors,medium,Question 773: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-773,Option B for MCQ-773,Option C for MCQ-773,Option D for MCQ-773,0,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option A.,
MCQ-774,mcq,Regs_Permits,BuildingInformation,medium,Question 774: What is the requirement for BuildingInformation in Regs_Permits according to Victorian building regulations?,Option A for MCQ-774,Option B for MCQ-774,Option C for MCQ-774,Option D for MCQ-774,1,1,This question tests knowledge of BuildingInformation requirements in Regs_Permits. The correct answer is Option B.,
MCQ-775,mcq,Regs_Inspections,MandatoryNotifications,medium,Question 775: What is the requirement for MandatoryNotifications in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-775,Option B for MCQ-775,Option C for MCQ-775,Option D for MCQ-775,2,1,This question tests knowledge of MandatoryNotifications requirements in Regs_Inspections. The correct answer is Option C.,
MCQ-776,mcq,Regs_ProtectionWork,ProtectionWorkDetermination,hard,Question 776: What is the requirement for ProtectionWorkDetermination in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-776,Option B for MCQ-776,Option C for MCQ-776,Option D for MCQ-776,3,1,This question tests knowledge of ProtectionWorkDetermination requirements in Regs_ProtectionWork. The correct answer is Option D.,
MCQ-777,mcq,Regs_ESM,AnnualReporting,medium,Question 777: What is the requirement for AnnualReporting in Regs_ESM according to Victorian building regulations?,Option A for MCQ-777,Option B for MCQ-777,Option C for MCQ-777,Option D for MCQ-777,0,1,This question tests knowledge of AnnualReporting requirements in Regs_ESM. The correct answer is Option A.,
MCQ-778,mcq,Business_FitProper,Registration,medium,Question 778: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-778,Option B for MCQ-778,Option C for MCQ-778,Option D for MCQ-778,1,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option B.,
MCQ-779,mcq,Safety_HRW,IncidentReporting,easy,Question 779: What is the requirement for IncidentReporting in Safety_HRW according to Victorian building regulations?,Option A for MCQ-779,Option B for MCQ-779,Option C for MCQ-779,Option D for MCQ-779,2,1,This question tests knowledge of IncidentReporting requirements in Safety_HRW. The correct answer is Option C.,
MCQ-780,mcq,Structure_Slabs,Reinforcement,easy,Question 780: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-780,Option B for MCQ-780,Option C for MCQ-780,Option D for MCQ-780,3,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option D.,
MCQ-781,mcq,Structure_Steel,SteelFrameConnections,medium,Question 781: What is the requirement for SteelFrameConnections in Structure_Steel according to Victorian building regulations?,Option A for MCQ-781,Option B for MCQ-781,Option C for MCQ-781,Option D for MCQ-781,0,1,This question tests knowledge of SteelFrameConnections requirements in Structure_Steel. The correct answer is Option A.,
MCQ-782,mcq,Structure_TiltPanels,BracingDesign,hard,Question 782: What is the requirement for BracingDesign in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-782,Option B for MCQ-782,Option C for MCQ-782,Option D for MCQ-782,1,1,This question tests knowledge of BracingDesign requirements in Structure_TiltPanels. The correct answer is Option B.,
MCQ-783,mcq,NCC_Egress,ExitSigns,medium,Question 783: What is the requirement for ExitSigns in NCC_Egress according to Victorian building regulations?,Option A for MCQ-783,Option B for MCQ-783,Option C for MCQ-783,Option D for MCQ-783,2,1,This question tests knowledge of ExitSigns requirements in NCC_Egress. The correct answer is Option C.,
MCQ-784,mcq,NCC_Health,RoomHeights,hard,Question 784: What is the requirement for RoomHeights in NCC_Health according to Victorian building regulations?,Option A for MCQ-784,Option B for MCQ-784,Option C for MCQ-784,Option D for MCQ-784,3,1,This question tests knowledge of RoomHeights requirements in NCC_Health. The correct answer is Option D.,
MCQ-785,mcq,NCC_Services,AccessibleLifts,hard,Question 785: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-785,Option B for MCQ-785,Option C for MCQ-785,Option D for MCQ-785,0,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option A.,
MCQ-786,mcq,Act_Permits,PermitApplications,easy,Question 786: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-786,Option B for MCQ-786,Option C for MCQ-786,Option D for MCQ-786,1,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option B.,
MCQ-787,mcq,Act_Enforcement,BuildingInspectors,hard,Question 787: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-787,Option B for MCQ-787,Option C for MCQ-787,Option D for MCQ-787,2,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option C.,
MCQ-788,mcq,Regs_Permits,PermitLapse,medium,Question 788: What is the requirement for PermitLapse in Regs_Permits according to Victorian building regulations?,Option A for MCQ-788,Option B for MCQ-788,Option C for MCQ-788,Option D for MCQ-788,3,1,This question tests knowledge of PermitLapse requirements in Regs_Permits. The correct answer is Option D.,
MCQ-789,mcq,Regs_Inspections,FinalInspection,medium,Question 789: What is the requirement for FinalInspection in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-789,Option B for MCQ-789,Option C for MCQ-789,Option D for MCQ-789,0,1,This question tests knowledge of FinalInspection requirements in Regs_Inspections. The correct answer is Option A.,
MCQ-790,mcq,Regs_ProtectionWork,SupportWork,medium,Question 790: What is the requirement for SupportWork in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-790,Option B for MCQ-790,Option C for MCQ-790,Option D for MCQ-790,1,1,This question tests knowledge of SupportWork requirements in Regs_ProtectionWork. The correct answer is Option B.,
MCQ-791,mcq,Regs_ESM,MaintenanceRequirements,medium,Question 791: What is the requirement for MaintenanceRequirements in Regs_ESM according to Victorian building regulations?,Option A for MCQ-791,Option B for MCQ-791,Option C for MCQ-791,Option D for MCQ-791,2,1,This question tests knowledge of MaintenanceRequirements requirements in Regs_ESM. The correct answer is Option C.,
MCQ-792,mcq,Business_FitProper,Registration,easy,Question 792: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-792,Option B for MCQ-792,Option C for MCQ-792,Option D for MCQ-792,3,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option D.,
MCQ-793,mcq,Safety_HRW,SWMS,medium,Question 793: What is the requirement for SWMS in Safety_HRW according to Victorian building regulations?,Option A for MCQ-793,Option B for MCQ-793,Option C for MCQ-793,Option D for MCQ-793,0,1,This question tests knowledge of SWMS requirements in Safety_HRW. The correct answer is Option A.,
MCQ-794,mcq,Structure_Slabs,Reinforcement,medium,Question 794: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-794,Option B for MCQ-794,Option C for MCQ-794,Option D for MCQ-794,1,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option B.,
MCQ-795,mcq,Structure_Steel,StructuralDrawings,medium,Question 795: What is the requirement for StructuralDrawings in Structure_Steel according to Victorian building regulations?,Option A for MCQ-795,Option B for MCQ-795,Option C for MCQ-795,Option D for MCQ-795,2,1,This question tests knowledge of StructuralDrawings requirements in Structure_Steel. The correct answer is Option C.,
MCQ-796,mcq,Structure_TiltPanels,PanelConnections,medium,Question 796: What is the requirement for PanelConnections in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-796,Option B for MCQ-796,Option C for MCQ-796,Option D for MCQ-796,3,1,This question tests knowledge of PanelConnections requirements in Structure_TiltPanels. The correct answer is Option D.,
MCQ-797,mcq,NCC_Egress,ExitAccess,medium,Question 797: What is the requirement for ExitAccess in NCC_Egress according to Victorian building regulations?,Option A for MCQ-797,Option B for MCQ-797,Option C for MCQ-797,Option D for MCQ-797,0,1,This question tests knowledge of ExitAccess requirements in NCC_Egress. The correct answer is Option A.,
MCQ-798,mcq,NCC_Health,VentilationRequirements,hard,Question 798: What is the requirement for VentilationRequirements in NCC_Health according to Victorian building regulations?,Option A for MCQ-798,Option B for MCQ-798,Option C for MCQ-798,Option D for MCQ-798,1,1,This question tests knowledge of VentilationRequirements requirements in NCC_Health. The correct answer is Option B.,
MCQ-799,mcq,NCC_Services,AccessibleLifts,hard,Question 799: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-799,Option B for MCQ-799,Option C for MCQ-799,Option D for MCQ-799,2,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option C.,
MCQ-800,mcq,Act_Permits,PermitApplications,medium,Question 800: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-800,Option B for MCQ-800,Option C for MCQ-800,Option D for MCQ-800,3,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option D.,
MCQ-801,mcq,Act_Enforcement,BuildingInspectors,medium,Question 801: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-801,Option B for MCQ-801,Option C for MCQ-801,Option D for MCQ-801,0,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option A.,
MCQ-802,mcq,Regs_Permits,PermitAmendments,medium,Question 802: What is the requirement for PermitAmendments in Regs_Permits according to Victorian building regulations?,Option A for MCQ-802,Option B for MCQ-802,Option C for MCQ-802,Option D for MCQ-802,1,1,This question tests knowledge of PermitAmendments requirements in Regs_Permits. The correct answer is Option B.,
MCQ-803,mcq,Regs_Inspections,FootingInspection,medium,Question 803: What is the requirement for FootingInspection in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-803,Option B for MCQ-803,Option C for MCQ-803,Option D for MCQ-803,2,1,This question tests knowledge of FootingInspection requirements in Regs_Inspections. The correct answer is Option C.,
MCQ-804,mcq,Regs_ProtectionWork,Hoarding,hard,Question 804: What is the requirement for Hoarding in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-804,Option B for MCQ-804,Option C for MCQ-804,Option D for MCQ-804,3,1,This question tests knowledge of Hoarding requirements in Regs_ProtectionWork. The correct answer is Option D.,
MCQ-805,mcq,Regs_ESM,FireExtinguishers,medium,Question 805: What is the requirement for FireExtinguishers in Regs_ESM according to Victorian building regulations?,Option A for MCQ-805,Option B for MCQ-805,Option C for MCQ-805,Option D for MCQ-805,0,1,This question tests knowledge of FireExtinguishers requirements in Regs_ESM. The correct answer is Option A.,
MCQ-806,mcq,Business_FitProper,Registration,medium,Question 806: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-806,Option B for MCQ-806,Option C for MCQ-806,Option D for MCQ-806,1,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option B.,
MCQ-807,mcq,Safety_HRW,CraneOperations,medium,Question 807: What is the requirement for CraneOperations in Safety_HRW according to Victorian building regulations?,Option A for MCQ-807,Option B for MCQ-807,Option C for MCQ-807,Option D for MCQ-807,2,1,This question tests knowledge of CraneOperations requirements in Safety_HRW. The correct answer is Option C.,
MCQ-808,mcq,Structure_Slabs,Reinforcement,hard,Question 808: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-808,Option B for MCQ-808,Option C for MCQ-808,Option D for MCQ-808,3,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option D.,
MCQ-809,mcq,Structure_Steel,WeldInspection,easy,Question 809: What is the requirement for WeldInspection in Structure_Steel according to Victorian building regulations?,Option A for MCQ-809,Option B for MCQ-809,Option C for MCQ-809,Option D for MCQ-809,0,1,This question tests knowledge of WeldInspection requirements in Structure_Steel. The correct answer is Option A.,
MCQ-810,mcq,Structure_TiltPanels,PanelDesign,hard,Question 810: What is the requirement for PanelDesign in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-810,Option B for MCQ-810,Option C for MCQ-810,Option D for MCQ-810,1,1,This question tests knowledge of PanelDesign requirements in Structure_TiltPanels. The correct answer is Option B.,
MCQ-811,mcq,NCC_Egress,EmergencyLighting,easy,Question 811: What is the requirement for EmergencyLighting in NCC_Egress according to Victorian building regulations?,Option A for MCQ-811,Option B for MCQ-811,Option C for MCQ-811,Option D for MCQ-811,2,1,This question tests knowledge of EmergencyLighting requirements in NCC_Egress. The correct answer is Option C.,
MCQ-812,mcq,NCC_Health,LightingLevels,medium,Question 812: What is the requirement for LightingLevels in NCC_Health according to Victorian building regulations?,Option A for MCQ-812,Option B for MCQ-812,Option C for MCQ-812,Option D for MCQ-812,3,1,This question tests knowledge of LightingLevels requirements in NCC_Health. The correct answer is Option D.,
MCQ-813,mcq,NCC_Services,AccessibleLifts,medium,Question 813: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-813,Option B for MCQ-813,Option C for MCQ-813,Option D for MCQ-813,0,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option A.,
MCQ-814,mcq,Act_Permits,PermitApplications,hard,Question 814: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-814,Option B for MCQ-814,Option C for MCQ-814,Option D for MCQ-814,1,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option B.,
MCQ-815,mcq,Act_Enforcement,BuildingInspectors,hard,Question 815: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-815,Option B for MCQ-815,Option C for MCQ-815,Option D for MCQ-815,2,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option C.,
MCQ-816,mcq,Regs_Permits,BuildingInformation,hard,Question 816: What is the requirement for BuildingInformation in Regs_Permits according to Victorian building regulations?,Option A for MCQ-816,Option B for MCQ-816,Option C for MCQ-816,Option D for MCQ-816,3,1,This question tests knowledge of BuildingInformation requirements in Regs_Permits. The correct answer is Option D.,
MCQ-817,mcq,Regs_Inspections,MandatoryNotifications,medium,Question 817: What is the requirement for MandatoryNotifications in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-817,Option B for MCQ-817,Option C for MCQ-817,Option D for MCQ-817,0,1,This question tests knowledge of MandatoryNotifications requirements in Regs_Inspections. The correct answer is Option A.,
MCQ-818,mcq,Regs_ProtectionWork,FootpathProtection,easy,Question 818: What is the requirement for FootpathProtection in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-818,Option B for MCQ-818,Option C for MCQ-818,Option D for MCQ-818,1,1,This question tests knowledge of FootpathProtection requirements in Regs_ProtectionWork. The correct answer is Option B.,
MCQ-819,mcq,Regs_ESM,OccupancyPermit,hard,Question 819: What is the requirement for OccupancyPermit in Regs_ESM according to Victorian building regulations?,Option A for MCQ-819,Option B for MCQ-819,Option C for MCQ-819,Option D for MCQ-819,2,1,This question tests knowledge of OccupancyPermit requirements in Regs_ESM. The correct answer is Option C.,
MCQ-820,mcq,Business_FitProper,Registration,medium,Question 820: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-820,Option B for MCQ-820,Option C for MCQ-820,Option D for MCQ-820,3,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option D.,
MCQ-821,mcq,Safety_HRW,WorkingAtHeights,hard,Question 821: What is the requirement for WorkingAtHeights in Safety_HRW according to Victorian building regulations?,Option A for MCQ-821,Option B for MCQ-821,Option C for MCQ-821,Option D for MCQ-821,0,1,This question tests knowledge of WorkingAtHeights requirements in Safety_HRW. The correct answer is Option A.,
MCQ-822,mcq,Structure_Slabs,Reinforcement,medium,Question 822: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-822,Option B for MCQ-822,Option C for MCQ-822,Option D for MCQ-822,1,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option B.,
MCQ-823,mcq,Structure_Steel,SteelFrameConnections,medium,Question 823: What is the requirement for SteelFrameConnections in Structure_Steel according to Victorian building regulations?,Option A for MCQ-823,Option B for MCQ-823,Option C for MCQ-823,Option D for MCQ-823,2,1,This question tests knowledge of SteelFrameConnections requirements in Structure_Steel. The correct answer is Option C.,
MCQ-824,mcq,Structure_TiltPanels,BracingDesign,medium,Question 824: What is the requirement for BracingDesign in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-824,Option B for MCQ-824,Option C for MCQ-824,Option D for MCQ-824,3,1,This question tests knowledge of BracingDesign requirements in Structure_TiltPanels. The correct answer is Option D.,
MCQ-825,mcq,NCC_Egress,Handrails,easy,Question 825: What is the requirement for Handrails in NCC_Egress according to Victorian building regulations?,Option A for MCQ-825,Option B for MCQ-825,Option C for MCQ-825,Option D for MCQ-825,0,1,This question tests knowledge of Handrails requirements in NCC_Egress. The correct answer is Option A.,
MCQ-826,mcq,NCC_Health,NoiseLevels,easy,Question 826: What is the requirement for NoiseLevels in NCC_Health according to Victorian building regulations?,Option A for MCQ-826,Option B for MCQ-826,Option C for MCQ-826,Option D for MCQ-826,1,1,This question tests knowledge of NoiseLevels requirements in NCC_Health. The correct answer is Option B.,
MCQ-827,mcq,NCC_Services,AccessibleLifts,easy,Question 827: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-827,Option B for MCQ-827,Option C for MCQ-827,Option D for MCQ-827,2,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option C.,
MCQ-828,mcq,Act_Permits,PermitApplications,medium,Question 828: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-828,Option B for MCQ-828,Option C for MCQ-828,Option D for MCQ-828,3,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option D.,
MCQ-829,mcq,Act_Enforcement,BuildingInspectors,medium,Question 829: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-829,Option B for MCQ-829,Option C for MCQ-829,Option D for MCQ-829,0,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option A.,
MCQ-830,mcq,Regs_Permits,PermitLapse,hard,Question 830: What is the requirement for PermitLapse in Regs_Permits according to Victorian building regulations?,Option A for MCQ-830,Option B for MCQ-830,Option C for MCQ-830,Option D for MCQ-830,1,1,This question tests knowledge of PermitLapse requirements in Regs_Permits. The correct answer is Option B.,
MCQ-831,mcq,Regs_Inspections,FinalInspection,hard,Question 831: What is the requirement for FinalInspection in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-831,Option B for MCQ-831,Option C for MCQ-831,Option D for MCQ-831,2,1,This question tests knowledge of FinalInspection requirements in Regs_Inspections. The correct answer is Option C.,
MCQ-832,mcq,Regs_ProtectionWork,NotificationRequirements,easy,Question 832: What is the requirement for NotificationRequirements in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-832,Option B for MCQ-832,Option C for MCQ-832,Option D for MCQ-832,3,1,This question tests knowledge of NotificationRequirements requirements in Regs_ProtectionWork. The correct answer is Option D.,
